,station_code,station_actual,station_new,Zone,State,Name,Longitude,Latitude
0,RDM,Ramagundam,Ramagundam Telangana,South Central Railway,Telangana,"Ramagundam, Telangana, India",79.5133701,18.7518652
0,KRKP,KYARKOP,KYARKOP Karnataka,South Western Railway,Karnataka,"Kyarkop, Pedestrian Opas, Karnataka 580007, India",74.9560245,15.4552478
0,SFY,Shajapur,Shajapur Madhya Pradesh,West Central Railway,Madhya Pradesh,"Shajapur, Madhya Pradesh 465001, India",76.2871419,23.4225728
0,JGM,Jhargram,Jhargram West Bengal,South Eastern Railway,West Bengal,"Jhargram, West Bengal, India",86.9974385,22.4549909
0,MFP,Muzaffarpur Jn,Muzaffarpur Jn Bihar,East Central Railway,Bihar,"Muzaffarpur Jn., Railway Station, Station Rd, Sutapatti, Pokhraira, Muzaffarpur, Bihar 842001, India",85.3784348,26.1224065
0,BKG,Banka Ghat,Banka Ghat Bihar,East Central Railway,Bihar,"Banka Ghat, Jharkhand 814133, India",87.2991279,24.7820575
0,PYHT,Prayahat Halt,Prayahat Halt Jharkhand,Eastern Railway,Jharkhand,"Jharkhand, India",85.2722472,23.6913486
0,NAM,Namrup,Namrup Assam,North Frontier Railway,Assam,"Namrup, Assam 786623, India",95.3468563,27.1835838
0,BHX,BULLUANA,BULLUANA Punjab,Northern Railway,Punjab,"Balluana, Punjab 151001, India",74.7819819,30.2236213
0,PMK,Paramakkudi,Paramakkudi Tamil Nadu,Southern Railway,Tamil Nadu,"Paramakudi, Tamil Nadu, India",78.5841633,9.5503862
0,CTYL,Chityala,Chityala Telangana,South Central Railway,Telangana,"Chityala, Telangana 508114, India",79.1261474,17.232025
0,NI,Naydongri,Naydongri Maharashtra,Central Railway,Maharashtra,"Naydongri, Maharashtra 424109, India",74.8346296,20.3496226
0,PG,PERGAON,PERGAON Maharashtra,South Central Railway,Maharashtra,"Pergaon, Gavha, Maharashtra 431537, India",76.6647088,19.2991042
0,MJF,Malkajgiri,Malkajgiri Telangana,South Central Railway,Telangana,"Malkajgiri, Secunderabad, Telangana, India",78.5322481,17.4503375
0,SFW,Sarangpur,Sarangpur Madhya Pradesh,West Central Railway,Madhya Pradesh,"Sarangpur, Madhya Pradesh 465697, India",76.472256,23.5664503
0,PHQ,Pardhande,Pardhande Maharashtra,Central Railway,Maharashtra,"Maharashtra, India",75.7138884,19.7514798
0,SUA,Sardiha,Sardiha West Bengal,South Eastern Railway,West Bengal,"Sardiha, West Bengal, India",86.9098159,22.307464
0,SPV,SIVAPUR,SIVAPUR Karnataka,South Western Railway,Karnataka,"Shivapur, Karnataka, India",74.7073692,16.1827715
0,ORGA,ORGA,ORGA Jharkhand,South Eastern Railway,Jharkhand,"Orga, Jharkhand 835201, India",84.9160539,22.4499028
0,ABKP,Ambikapur,Ambikapur Chhatisgarh,South East Central Railway,Chhatisgarh,"Ambikapur, Chhattisgarh, India",83.1861138,23.1294374
0,PRF,Parsipur,Parsipur Uttar Pradesh,Northern Railway,Uttar Pradesh,"Parsipur, Uttar Pradesh 221402, India",82.6402414,25.3693265
0,GJN,Gajner,Gajner Rajasthan,North Western Railway,Rajasthan,"Gajner, Rajasthan 334302, India",73.0464309,27.9499008
0,ASN,Asansol Jn,Asansol Jn West Bengal,Eastern Railway,West Bengal,"Asansol, West Bengal, India",86.9660638,23.6888636
0,RRGA,Rangareddy Guda,Rangareddy Guda Telangana,South Central Railway,Telangana,"Rangareddy Guda, Telangana 509301, India",78.1788872,16.9016191
0,TGN,Talegaon,Talegaon Maharashtra,Central Railway,Maharashtra,"Talegaon Dabhade, Maharashtra, India",73.6746626,18.7375763
0,RFJ,Rafiganj,Rafiganj Bihar,East Central Railway,Bihar,"Rafiganj, Bihar 824125, India",84.6343104,24.8184507
0,CW,Chainwa,Chainwa Bihar,North Eastern Railway,Bihar,"Chainwa, Bihar 841204, India",84.4973098,26.0181766
0,BZLE,Bazarsau,Bazarsau West Bengal,Eastern Railway,West Bengal,"Bazarsau, West Bengal 742163, India",88.1840118,23.8731015
0,KTJ,KHALTIPUR,KHALTIPUR West Bengal,Eastern Railway,West Bengal,"Khaltipur, West Bengal 732201, India",88.0277487,24.8808756
0,KZY,KAYALPATTINAM,KAYALPATTINAM Tamil Nadu,Southern Railway,Tamil Nadu,"Kayalpattinam, Tamil Nadu, India",78.1238356,8.5683153
0,BGKT,Bhagat Ki Kothi,Bhagat Ki Kothi Rajasthan,North Western Railway,Rajasthan,"Bhagat Ki Kothi, Jodhpur, Rajasthan, India",73.0222378,26.2475439
0,ASL,Aslaoda,Aslaoda Madhya Pradesh,Western Railway,Madhya Pradesh,"Aslaoda, Madhya Pradesh 456337, India",75.6178991,23.2461595
0,SOL,Solan,Solan Himachal Pradesh,Northern Railway,Himachal Pradesh,"Solan, Himachal Pradesh, India",77.0999031,30.9084245
0,KDU,Kadambur,Kadambur Tamil Nadu,Southern Railway,Tamil Nadu,"Kadambur, Tamil Nadu 628714, India",77.8603108,8.9965989
0,MGRR,MAGARPUR,MAGARPUR Uttar Pradesh,North Central Railway,Uttar Pradesh,"Magarpur, India",78.8524199,25.2949084
0,JN,Ramkanali Jn,Ramkanali Jn Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,QLN,Kollam Jn,Kollam Jn Kerala,Southern Railway,Kerala,"Kollam, Kerala, India",76.6141396,8.8932118
0,GHLE,GADADHARPUR,GADADHARPUR West Bengal,Eastern Railway,West Bengal,"Gadadharpur, West Bengal 731234, India",87.6920097,24.0144143
0,PLJE,Phulwartanr,Phulwartanr Jharkhand,East Central Railway,Jharkhand,"Phulwartanr, Jharkhand, India",86.2298238,23.7724909
0,FGSB,Fatehgarh Sahib,Fatehgarh Sahib Punjab,Northern Railway,Punjab,"Fatehgarh Sahib, Punjab, India",76.39703,30.6435345
0,MPLI,MINNAMPALLI,MINNAMPALLI Tamil Nadu,Southern Railway,Tamil Nadu,"Minnampalli, Tamil Nadu 636106, India",78.2689714,11.67427
0,AJE,Anjar,Anjar Gujarat,Western Railway,Gujarat,"Anjar, Gujarat 370110, India",70.0281023,23.1166716
0,KXH,Kapurthala,Kapurthala Punjab,Northern Railway,Punjab,"Kapurthala, Punjab, India",75.4017654,31.3722571
0,DEG,Delang,Delang Odisha,East Coast Railway,Odisha,"Delang, Odisha, India",85.7615379,20.0360957
0,SADP,Saidapur,Saidapur Karnataka,South Central Railway,Karnataka,"Saidapur, Karnataka 585221, India",77.2515195,16.5722359
0,MJY,Maramjhiri,Maramjhiri Madhya Pradesh,Central Railway,Madhya Pradesh,"Maramjhiri, Madhya Pradesh 460001, India",77.88315,21.94446
0,TELO,Telo,Telo Jharkhand,East Central Railway,Jharkhand,"Telo, Jharkhand 828403, India",86.1255609,23.8174405
0,NDT,Nathdwara,Nathdwara Rajasthan,North Western Railway,Rajasthan,"Nathdwara, Rajasthan 313301, India",73.8193405,24.9311558
0,LBG,LIMBGAON,LIMBGAON Maharashtra,South Central Railway,Maharashtra,"Limbgaon, Maharashtra 431602, India",77.2024306,19.1788269
0,GLP,Gollaprolu,Gollaprolu Andhra Pradesh,South Central Railway,Andhra Pradesh,"Gollaprollu, Andhra Pradesh, India",82.2862828,17.1532881
0,FUT,Fatuha Jn,Fatuha Jn Bihar,East Central Railway,Bihar,"Fatwah, Bihar, India",85.3030615,25.508956
0,RURA,Rura,Rura Uttar Pradesh,North Central Railway,Uttar Pradesh,"Rura, Uttar Pradesh 209303, India",79.900592,26.4820748
0,SRU,Salempur Jn,Salempur Jn Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Salempur, Uttar Pradesh, India",83.9241376,26.293939
0,HDE,Hardas Bigha,Hardas Bigha Bihar,East Central Railway,Bihar,"Hardas Bigha, Bihar 803202, India",85.327837,25.4983716
0,GDP,GUDUPULLI,GUDUPULLI Andhra Pradesh,South Western Railway,Andhra Pradesh,"Gudupalli, Ontipalle, Andhra Pradesh 517426, India",78.2749132,12.8033012
0,KTYM,Kottayam,Kottayam Kerala,Southern Railway,Kerala,"Kottayam, Kerala, India",76.5221531,9.5915668
0,CTA,Chitradurg,Chitradurg Karnataka,South Western Railway,Karnataka,"Chitradurga, Karnataka, India",76.3980464,14.2250932
0,RNJ,Runija,Runija Madhya Pradesh,Western Railway,Madhya Pradesh,"Runija, Madhya Pradesh 456776, India",75.2683228,23.1609261
0,GVMR,Govindi Marwar,Govindi Marwar Rajasthan,North Western Railway,Rajasthan,"Govindi Marwar, Rajasthan 341509, India",75.093077,27.0314891
0,CNGR,Chengannur,Chengannur Kerala,Southern Railway,Kerala,"Chengannur, Kerala, India",76.6110845,9.3183275
0,RNH,Runkhera,Runkhera Madhya Pradesh,Western Railway,Madhya Pradesh,"Runkhera, Runkhera, Thadoda, Madhya Pradesh 456224, India",75.189269,23.4144054
0,SNF,Sanat Nagar,Sanat Nagar Telangana,South Central Railway,Telangana,"Sanath Nagar, Hyderabad, Telangana, India",78.4439295,17.4562544
0,NMG,NIMIAGHAT,NIMIAGHAT Jharkhand,East Central Railway,Jharkhand,"Nimiyaghat, Jharkhand 825167, India",86.077172,23.95281
0,STL,Simultala,Simultala Bihar,Eastern Railway,Bihar,"Simultala, Bihar 811316, India",86.5438544,24.711761
0,GMH,Gamharia,Gamharia Jharkhand,South Eastern Railway,Jharkhand,"Gamharia, Jamshedpur, Jharkhand, India",86.1028767,22.8150931
0,NLSF,NIYALISH PARA,NIYALISH PARA West Bengal,Eastern Railway,West Bengal,"Para, West Bengal 733143, India",88.0925186,25.4995104
0,NKP,Nirakarpur,Nirakarpur Odisha,East Coast Railway,Odisha,"Nirakarpur, Odisha 752019, India",85.532898,19.9918732
0,MBW,Malwara,Malwara Rajasthan,North Western Railway,Rajasthan,"Malwara, Rajasthan 343039, India",72.2881907,24.7782971
0,MWRN,MADWARANI,MADWARANI Chhatisgarh,South East Central Railway,Chhatisgarh,"Madwarani, Chhattisgarh 495674, India",82.7138066,22.1717046
0,FBG,FORBESGANJ,FORBESGANJ Bihar,North Frontier Railway,Bihar,"Pokhar Basti, Forbesganj, Bihar 854318, India",87.268613,26.2986049
0,KIZ,KANSUDHI,KANSUDHI Gujarat,Western Railway,Gujarat,"Kansudhi, Vavadi Bujarg Part, Gujarat 389120, India",73.6475419,22.7889751
0,BRGA,Bargarh Road,Bargarh Road Odisha,East Coast Railway,Odisha,"Bargarh Rd, Odisha, India",83.6258388,21.4009175
0,PRWD,PAREWADI,PAREWADI Maharashtra,Central Railway,Maharashtra,"Parewadi, Maharashtra, India",74.9639839,18.3029257
0,XBKJ,BIKRAMGANJ,BIKRAMGANJ Bihar,East Central Railway,Bihar,"Bikramganj, Bihar 802212, India",84.2639954,25.2214162
0,HYA,HADIAYA,HADIAYA Punjab,Northern Railway,Punjab,"Handiaya, Punjab 148107, India",75.5101999,30.3288515
0,PPTA,Patliputra,Patliputra Bihar,East Central Railway,Bihar,"Pataliputra, Bihar",84.981754,25.4352863
0,PRV,PUKKIRIVARI,PUKKIRIVARI Tamil Nadu,Southern Railway,Tamil Nadu,"Pukkiravari, Tamil Nadu 606204, India",78.9959177,11.6218403
0,KGQ,Kasaragod,Kasaragod Kerala,Southern Railway,Kerala,"Kasaragod, Kerala, India",74.9869276,12.4995966
0,DNRP,Dungarpur,Dungarpur Rajasthan,North Western Railway,Rajasthan,"Dungarpur, Rajasthan 314001, India",73.7204305,23.8518813
0,MABN,Maban,Maban Madhya Pradesh,West Central Railway,Madhya Pradesh,"Madhya Pradesh, India",78.6568942,22.9734229
0,WRA,WALAYAR,WALAYAR Tamil Nadu,Southern Railway,Tamil Nadu,"Walayar, Kerala, India",76.8388007,10.8428305
0,CDB,CHAUDHRIBANDH,CHAUDHRIBANDH Jharkhand,East Central Railway,Jharkhand,"Chaudhribandh, Jharkhand, India",85.9840865,24.0528217
0,JN,Bauria Jn,Bauria Jn Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,URK,URKURA,URKURA Chhatisgarh,South East Central Railway,Chhatisgarh,"Urkura, Chhattisgarh, India",81.6555607,21.3067992
0,BHLP,Bhulanpur,Bhulanpur Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Bhullanpur, Varanasi, Uttar Pradesh, India",82.9551311,25.2815185
0,MDF,MURADI,MURADI West Bengal,South Eastern Railway,West Bengal,"Muraddi, West Bengal, India",86.8245443,23.5851883
0,JN,Varanasi Jn,Varanasi Jn Gujarat,Western Railway,Gujarat,"Gujarat, India",71.5723953,22.6708317
0,SVNR,SAVANUR,SAVANUR Karnataka,South Western Railway,Karnataka,"Savanur, Karnataka 581118, India",75.3355694,14.9724912
0,CTO,Chittoor,Chittoor Andhra Pradesh,South Central Railway,Andhra Pradesh,"Chittoor, Andhra Pradesh, India",79.1003289,13.217176
0,TGL,TUGGALI,TUGGALI Andhra Pradesh,South Central Railway,Andhra Pradesh,"Tuggali, Andhra Pradesh 518390, India",77.5441265,15.3137881
0,SEE,Kheri Salwa,Kheri Salwa Bihar,East Central Railway,Bihar,"Kheri, Bihar, India",84.6753715,25.3639909
0,KMZ,Katni Murwara,Katni Murwara Madhya Pradesh,West Central Railway,Madhya Pradesh,"Katni, Madhya Pradesh, India",80.3893814,23.8343441
0,JDH,Jam Jodhpur JN,Jam Jodhpur JN Gujarat,Western Railway,Gujarat,"Jamjodhpur, Gujarat 360530, India",70.0354518,21.9022866
0,MNS,MANSHAHI,MANSHAHI Bihar,North Frontier Railway,Bihar,"Mansahi, Bihar 854103, India",87.5667751,25.4680927
0,KAP,Kalianpur,Kalianpur Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Kalyanpur, Kanpur, Uttar Pradesh, India",80.2468661,26.510822
0,NKH,NATHUKHERI,NATHUKHERI Madhya Pradesh,West Central Railway,Madhya Pradesh,"Nathu Kheri, Rajasthan, India",74.9048006,23.9052504
0,GDX,Ghoksadanga,Ghoksadanga West Bengal,North Frontier Railway,West Bengal,"Ghoksadanga, West Bengal 736171, India",89.2772621,26.4267922
0,TVC,TRIVANDRUMNORTH,TRIVANDRUMNORTH Kerala,Southern Railway,Kerala,"Thiruvananthapuram, Kerala, India",76.9366376,8.5241391
0,MDLE,Mandar Hill,Mandar Hill Bihar,Eastern Railway,Bihar,"Mandar Hill, Bihar 813103, India",87.0349421,24.8363795
0,KPLD,Kapali Road Ph,Kapali Road Ph Odisha,East Coast Railway,Odisha,"Kapali Rd, Odisha 756113, India",86.4368786,21.0562309
0,ROU,Rourkela,Rourkela Odisha,South Eastern Railway,Odisha,"Rourkela, Odisha, India",84.8535844,22.260423
0,SRT,Satur,Satur Tamil Nadu,Southern Railway,Tamil Nadu,"Sattur, Tamil Nadu 636309, India",78.073038,11.7913302
0,BENL,BENL,BENL Karnataka,South Western Railway,Karnataka,"BEML Layout, 5th Stage, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India",77.5196625,12.9078051
0,MKDI,MAKUDI,MAKUDI Maharashtra,South Central Railway,Maharashtra,"Maharashtra, India",75.7138884,19.7514798
0,GLU,GULLIPADU,GULLIPADU Andhra Pradesh,South Central Railway,Andhra Pradesh,"Gullipadu, Andhra Pradesh 531126, India",82.634839,17.399806
0,KNSR,KANASAR,KANASAR Rajasthan,North Western Railway,Rajasthan,"Kanasar, Rajasthan 334001, India",73.317812,28.1316302
0,BTU,BARAUT,BARAUT Uttar Pradesh,Northern Railway,Uttar Pradesh,"Baraut, Uttar Pradesh 250611, India",77.261897,29.0996906
0,BONA,Bona Kalu,Bona Kalu Odisha,East Coast Railway,Odisha,"Banja, Odisha, India",85.9585544,20.858449
0,KARO,Khario P.h.,Khario P.h. Jharkhand,East Central Railway,Jharkhand,"Khario P.H., Khario, Jharkhand 828114, India",86.1927604,23.8360902
0,TLS,BETTAHALSOOR,BETTAHALSOOR Karnataka,South Western Railway,Karnataka,"Bettahalsoor, Karnataka 562157, India",77.609935,13.1623413
0,GIR,Gainsari Jn,Gainsari Jn Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Gainsari Junction, Gainsari, Uttar Pradesh 271210, India",82.5472034,27.5270631
0,TMKA,TOMKA,TOMKA Odisha,East Coast Railway,Odisha,"Odisha, India",84.2700179,20.2375561
0,RGI,RAMGIRI,RAMGIRI Karnataka,South Western Railway,Karnataka,"Ramagiri, Karnataka 577539, India",76.1230275,13.9549834
0,DUE,Dudahi,Dudahi Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Dudahi, Uttar Pradesh 274302, India",84.1461519,26.7967995
0,SRTN,SIBSAGAR TOWN,SIBSAGAR TOWN Assam,North Frontier Railway,Assam,"Sivasagar, Assam, India",94.639424,26.989087
0,ABR,Abu Road,Abu Road Rajasthan,North Western Railway,Rajasthan,"Abu Road, Rajasthan 307026, India",72.7717775,24.4640731
0,BRWD,Barwadih Jn,Barwadih Jn Jharkhand,East Central Railway,Jharkhand,"Barwadih, Jharkhand 822111, India",84.1171249,23.8475182
0,GTI,Ghutai,Ghutai Uttar Pradesh,North Central Railway,Uttar Pradesh,"Ghutai, Uttar Pradesh 210429, India",79.4134179,25.2801844
0,BWA,Bhinwaliya,Bhinwaliya Rajasthan,North Western Railway,Rajasthan,"Bhinwaliya, Indarwara, Rajasthan 306503, India",73.4926053,25.5598561
0,CRX,CARRON,CARRON West Bengal,North Frontier Railway,West Bengal,"Karoan, West Bengal 722157, India",87.3227328,23.2152794
0,KQN,Kodaikanal Road,Kodaikanal Road Tamil Nadu,Southern Railway,Tamil Nadu,"Kodai Road, Tamil Nadu, India",77.9096036,10.1758793
0,BYN,Banahi,Banahi Bihar,East Central Railway,Bihar,"Banahi, Bihar 802183, India",84.374576,25.5690347
0,RXR,RANGAPAHAR,RANGAPAHAR ,North Frontier Railway,,"Rangapahar, Nagaland 782480, India",93.710487,25.8579
0,MOTC,Motichur,Motichur Uttarakhand,Northern Railway,Uttarakhand,"Motichur, Haridwar, Uttarakhand 249411, India",78.1877922,29.9855856
0,KTCH,Kaithalkuchi,Kaithalkuchi Assam,North Frontier Railway,Assam,"Kaithalkuchi, Assam 781370, India",91.3421032,26.4544266
0,JRMG,Jairamnagar,Jairamnagar Chhatisgarh,South East Central Railway,Chhatisgarh,"Jairamnagar, Chhattisgarh, India",82.2949866,22.0317825
0,MNGD,Muniguda,Muniguda Odisha,East Coast Railway,Odisha,"Muniguda, Odisha 765020, India",83.4987493,19.6211504
0,HYL,HADYAL,HADYAL Rajasthan,North Western Railway,Rajasthan,"Hadiyal, Rajasthan, India",75.2004963,28.4906127
0,GBP,Gulabpura,Gulabpura Rajasthan,North Western Railway,Rajasthan,"Gulabpura, Rajasthan 311021, India",74.6605365,25.9031773
0,BXL,BHEDUASOL,BHEDUASOL West Bengal,South Eastern Railway,West Bengal,"Bheduasole, West Bengal 722121, India",86.9066836,23.1147214
0,BSX,Basar,Basar Telangana,South Central Railway,Telangana,"Basar, Telangana, India",77.9528861,18.8818895
0,HCP,Harchandpur,Harchandpur Uttar Pradesh,Northern Railway,Uttar Pradesh,"Harchandpur, Uttar Pradesh 229303, India",81.166481,26.3441528
0,RRME,Ranchi Road,Ranchi Road Jharkhand,East Central Railway,Jharkhand,"Ranchi Rd, Jharkhand, India",85.2555183,23.3999888
0,CRU,CHUDAWA,CHUDAWA Maharashtra,South Central Railway,Maharashtra,"Chudawa, Maharashtra 431511, India",77.1326969,19.1702521
0,PPO,Panposh,Panposh Odisha,South Eastern Railway,Odisha,"Panposh, Odisha, India",84.8984775,22.2064016
0,NOK,GARNOKHA,GARNOKHA Rajasthan,North Western Railway,Rajasthan,"Rajasthan, India",74.2179326,27.0238036
0,PDPL,Peddapalli Jn,Peddapalli Jn Telangana,South Central Railway,Telangana,"Peddapalli Junction, Peddapalli, Telangana 505172, India",79.3921732,18.6134935
0,UBL,Sss Hubballi Jn,Sss Hubballi Jn Karnataka,South Western Railway,Karnataka,"69/71, Arun Colony, Venkteshwar Nagar, Hubballi, Karnataka 580030, India",75.1008266,15.3431126
0,JRKN,JORKIAN,JORKIAN Rajasthan,North Western Railway,Rajasthan,"Jodkiyan, Rajasthan 335512, India",74.2810193,29.6561386
0,KLYT,Kolayat,Kolayat Rajasthan,North Western Railway,Rajasthan,"Kolayat, Rajasthan 334302, India",72.9555333,27.8372349
0,NGT,Nagappattinam,Nagappattinam Tamil Nadu,Southern Railway,Tamil Nadu,"Nagapattinam, Tamil Nadu, India",79.8448512,10.7672313
0,KIW,KANWALPURA,KANWALPURA Rajasthan,West Central Railway,Rajasthan,"Kanwalpura, NH 12, Amjhar, Kamalpura, Rajasthan 326517, India",75.982977,24.780187
0,RAL,Repalle,Repalle Andhra Pradesh,South Central Railway,Andhra Pradesh,"Repalle, Andhra Pradesh 522265, India",80.8304222,16.0179233
0,NLD,Nalanda,Nalanda Bihar,East Central Railway,Bihar,"Nalanda, Bihar, India",85.4788065,25.2621826
0,DLPT,Dulakhapatna Ph,Dulakhapatna Ph Odisha,East Coast Railway,Odisha,"Dulakhapatana PH, Bandalo, Odisha 755025, India",86.2818811,21.0069791
0,NLKR,Nilokheri,Nilokheri Haryana,Northern Railway,Haryana,"Nilokheri, Haryana 132117, India",76.9317422,29.8398938
0,DMN,Dhamangaon,Dhamangaon Maharashtra,Central Railway,Maharashtra,"Dhamangaon, Maharashtra 444709, India",78.1407651,20.7860882
0,BABR,Balanagar,Balanagar Telangana,South Central Railway,Telangana,"Balanagar, Hyderabad, Telangana, India",78.4489935,17.4813993
0,BDCR,Bhadrachalam Rd,Bhadrachalam Rd Telangana,South Central Railway,Telangana,"Bhadrachalam Rd, Telangana, India",80.9806871,17.7309774
0,TLY,Thalassery,Thalassery Kerala,Southern Railway,Kerala,"Thalassery, Kerala, India",75.4890346,11.7491424
0,MB,Moradabad,Moradabad Uttar Pradesh,Northern Railway,Uttar Pradesh,"Moradabad, Uttar Pradesh, India",78.7733286,28.8386481
0,BMI,Bamnia,Bamnia Madhya Pradesh,Western Railway,Madhya Pradesh,"Bamnia, Madhya Pradesh, India",74.7615033,23.0959442
0,ANND,Anand Jn,Anand Jn Gujarat,Western Railway,Gujarat,"Anand, Gujarat, India",72.928871,22.5645175
0,PKQ,PATTIKKAD,PATTIKKAD Kerala,Southern Railway,Kerala,"Pattikkad, Kerala 680652, India",76.3351648,10.5496261
0,DMH,Dauram Madhpura,Dauram Madhpura Bihar,East Central Railway,Bihar,"Dauram Madhepura, Maheshkhunt - Madhepura - Purnia Rd, Madhepura, Bihar 852113, India",86.7828921,25.908635
0,VV,Valivade,Valivade Maharashtra,Central Railway,Maharashtra,"Valivade, Maharashtra 416119, India",74.3132878,16.7185172
0,KUA,Kulharia,Kulharia Bihar,East Central Railway,Bihar,"Kulhariya, Bihar, India",84.7707223,25.5726222
0,TNM,Tiruvannamalai,Tiruvannamalai Tamil Nadu,Southern Railway,Tamil Nadu,"Tiruvannamalai, Tamil Nadu, India",79.0746957,12.2252841
0,MBA,Mahoba Jn,Mahoba Jn Uttar Pradesh,North Central Railway,Uttar Pradesh,"Mahoba, Uttar Pradesh 210427, India",79.8858951,25.2945119
0,SLB,Salboni,Salboni West Bengal,South Eastern Railway,West Bengal,"Salboni, West Bengal, India",87.3190065,22.642257
0,CGI,CHANDRAGIRI,CHANDRAGIRI Andhra Pradesh,South Central Railway,Andhra Pradesh,"Chandragiri, Andhra Pradesh 517101, India",79.3159343,13.5880077
0,DGD,DANGIDHAR,DANGIDHAR Madhya Pradesh,West Central Railway,Madhya Pradesh,"Dangidhar, Chouka Damoh, Madhya Pradesh 470232, India",79.0182422,23.8690148
0,NNHT,Nonihat,Nonihat Jharkhand,Eastern Railway,Jharkhand,"Nonihat, Jharkhand, India",87.134808,24.4823725
0,SRNR,Sriramnagar,Sriramnagar Telangana,South Central Railway,Telangana,"Sriramnagar, Telangana 501504, India",78.2568697,17.2668739
0,BJM,BHAGAVATHIPURAM,BHAGAVATHIPURAM Tamil Nadu,Southern Railway,Tamil Nadu,"Bhagavathipuram, Tamil Nadu 627813, India",77.196836,9.01705
0,BRHI,Barhi,Barhi Jharkhand,East Central Railway,Jharkhand,"Barhi, Jharkhand 825405, India",85.414341,24.303789
0,KRBA,Korba,Korba Chhatisgarh,South East Central Railway,Chhatisgarh,"Korba, Chhattisgarh, India",82.7500595,22.3594501
0,GHAT,KRISHNARAJASGRA,KRISHNARAJASGRA Madhya Pradesh,West Central Railway,Madhya Pradesh,"Madhya Pradesh, India",78.6568942,22.9734229
0,MMDA,MUTHALAMADA,MUTHALAMADA Kerala,Southern Railway,Kerala,"Muthalamada, Kerala 678507, India",76.7987386,10.6357932
0,NNO,Nangloi,Nangloi Delhi,Northern Railway,Delhi,"Nangloi, Delhi, India",77.0675607,28.6820444
0,THN,TOLAHUNSE,TOLAHUNSE Karnataka,South Western Railway,Karnataka,"Tholahunase, Karnataka 577514, India",75.9622899,14.3967155
0,MAHE,Mahe,Mahe Puduchery,Southern Railway,Puduchery,"Mahé, Puducherry, India",75.5343014,11.7001957
0,GSA,GUAGACHHA,GUAGACHHA Assam,North Frontier Railway,Assam,"Guagacha, Assam, India",91.0274993,26.4953688
0,SXB,Sambre,Sambre Karnataka,South Western Railway,Karnataka,"Sambar, Karnataka 585315, India",77.349497,16.6128768
0,PTHD,PATOHAN,PATOHAN Madhya Pradesh,West Central Railway,Madhya Pradesh,"Patohan, Kachhar Kheda, Madhya Pradesh 483990, India",80.1995528,23.9140131
0,NBH,Nimbahera,Nimbahera Rajasthan,Western Railway,Rajasthan,"Nimbahera, Rajasthan 312601, India",74.6892525,24.6239992
0,CRG,Perambur Crg Wk,Perambur Crg Wk Uttar Pradesh,West Central Railway,Uttar Pradesh,"Beerampur, Uttar Pradesh 206245, India",78.9415524,26.8573897
0,DLB,Daulatabad,Daulatabad Maharashtra,South Central Railway,Maharashtra,"Daulatabad, Maharashtra, India",75.221652,19.946133
0,SBH,SULEBHAVI,SULEBHAVI Karnataka,South Western Railway,Karnataka,"Sulebhavi, Karnataka 591103, India",74.6561453,15.8946321
0,AMG,Alamnagar,Alamnagar Uttar Pradesh,Northern Railway,Uttar Pradesh,"Alamnagar, Uttar Pradesh 245208, India",78.1493171,28.6731001
0,BQY,BELERHAT,BELERHAT West Bengal,Eastern Railway,West Bengal,"Belerhat, West Bengal, India",88.2290783,23.5122405
0,FTS,Fatehpur Sikri,Fatehpur Sikri Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Fatehpur Sikri, Uttar Pradesh 283110, India",77.6679292,27.0945291
0,PRI,Pathri,Pathri Uttarakhand,Northern Railway,Uttarakhand,"Pathri, Uttarakhand 263135, India",79.5814145,29.5076366
0,UGNA,Ugna Halt,Ugna Halt Bihar,East Central Railway,Bihar,"Ugna Halt, Madhubani - Pandaul - Sakri Rd, Bhawanipur, Bihar 847239, India",86.0951768,26.2384129
0,MAS,Chennai Central Suburban,Chennai Central Suburban Tamil Nadu,Southern Railway,Tamil Nadu,"Chennai Central Suburban, Periamet, Kannappar Thidal, Poongavanapuram, Chennai, Tamil Nadu 600003, India",80.274239,13.083602
0,JMS,Jamsar,Jamsar Rajasthan,North Western Railway,Rajasthan,"Jamsar, Rajasthan, India",73.398867,28.2567266
0,AMPR,Amarpura,Amarpura Rajasthan,North Western Railway,Rajasthan,"Amarpura, Rajasthan 331023, India",75.2238018,28.5637642
0,MANE,MANESWAR,MANESWAR Odisha,East Coast Railway,Odisha,"Maneswar, Odisha 768005, India",84.0312817,21.4213491
0,HJI,Hojai,Hojai Assam,North Frontier Railway,Assam,"Hojai, Assam 782435, India",92.847737,26.0016601
0,DAM,Dam Dim,Dam Dim Uttar Pradesh,Northern Railway,Uttar Pradesh,"Uttar Pradesh, India",80.0981869,27.5705886
